time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
2025-10-24T20:23:56.094Z,22,868,2365,241,997,2032,14086,14411,32025,5854,6004,14532,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.134Z,23,866,2427,247,1000,2051,14390,14681,32492,5878,6017,14614,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.174Z,33,887,2487,253,1012,2063,14510,14822,32725,5897,6021,14666,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.214Z,37,914,2540,251,1027,2064,14523,14876,32819,5906,6024,14693,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.254Z,26,923,2647,238,1036,2073,14600,14960,32998,5918,6030,14724,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.294Z,12,911,2859,229,1035,2101,14793,15111,33328,5933,6039,14768,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.334Z,6,886,2991,230,1026,2122,14992,15256,33654,5945,6049,14807,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.374Z,7,861,2843,236,1014,2113,15108,15337,33863,5946,6054,14828,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.414Z,12,849,2583,239,1005,2089,15148,15349,33958,5945,6054,14838,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.454Z,16,853,2441,238,1002,2078,15068,15267,33862,5942,6050,14826,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.494Z,23,864,2410,239,1002,2079,14774,15013,33409,5934,6034,14760,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.535Z,37,869,2395,247,999,2075,14297,14590,32617,5920,6006,14636,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.575Z,52,868,2357,256,994,2060,13878,14212,31898,5907,5984,14518,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.615Z,57,872,2279,258,996,2045,13781,14129,31709,5904,5987,14482,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.655Z,53,883,2148,255,1007,2036,13992,14326,32026,5911,6009,14530,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.695Z,50,899,2079,253,1021,2037,14302,14615,32486,5919,6034,14604,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.735Z,54,918,2179,258,1034,2049,14531,14847,32792,5924,6054,14658,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.775Z,64,930,2335,265,1039,2057,14622,14969,32904,5922,6066,14684,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.815Z,61,916,2415,264,1033,2060,14650,15026,32984,5916,6071,14704,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.855Z,42,877,2432,254,1022,2065,14730,15093,33175,5914,6067,14736,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.895Z,24,841,2441,245,1021,2077,14894,15189,33453,5923,6055,14769,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.935Z,17,836,2461,243,1027,2090,15068,15291,33700,5936,6046,14792,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:56.975Z,19,861,2487,247,1030,2095,15172,15378,33852,5941,6049,14807,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.015Z,33,892,2509,257,1028,2092,15176,15406,33888,5938,6059,14816,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.055Z,52,904,2510,266,1024,2082,15017,15270,33684,5931,6055,14792,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.095Z,61,899,2482,265,1018,2068,14617,14911,33079,5921,6035,14705,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.135Z,57,887,2446,257,1008,2056,14101,14465,32254,5909,6012,14576,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.175Z,49,876,2425,252,1000,2050,13812,14221,31771,5905,5999,14496,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.215Z,45,873,2415,256,1000,2054,13916,14310,31914,5913,6004,14519,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.255Z,51,875,2412,265,1003,2062,14241,14576,32396,5924,6019,14601,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.295Z,55,872,2414,269,1003,2069,14556,14814,32814,5935,6028,14664,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.335Z,43,867,2414,257,1003,2070,14745,14945,33019,5941,6029,14688,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.375Z,26,872,2404,240,1008,2064,14819,15008,33109,5937,6029,14701,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.415Z,17,891,2397,231,1020,2062,14898,15095,33261,5930,6030,14728,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.455Z,11,910,2414,229,1032,2074,15045,15233,33514,5932,6036,14768,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.495Z,6,912,2449,230,1036,2091,15190,15355,33731,5943,6043,14799,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.535Z,4,894,2477,227,1030,2101,15261,15421,33853,5951,6052,14817,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.575Z,2,873,2491,222,1020,2105,15239,15410,33877,5948,6058,14822,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.615Z,2,865,2494,221,1010,2104,15088,15267,33645,5941,6050,14786,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.655Z,4,863,2478,225,997,2087,14722,14919,32982,5932,6024,14679,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.695Z,10,862,2445,228,986,2056,14161,14428,31969,5914,5991,14515,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.735Z,19,867,2419,228,986,2033,13697,14070,31095,5893,5975,14374,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.775Z,27,869,2418,230,991,2035,13626,14067,30953,5884,5985,14353,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.815Z,31,861,2426,232,994,2050,13886,14329,31557,5888,6005,14455,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.855Z,25,857,2422,228,997,2059,14226,14628,32348,5899,6026,14584,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.895Z,15,858,2399,219,1000,2058,14468,14815,32865,5912,6041,14668,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.935Z,18,861,2351,219,1000,2053,14588,14878,33109,5923,6044,14713,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:57.975Z,37,866,2286,233,1004,2050,14701,14944,33356,5932,6042,14760,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.015Z,61,875,2261,251,1013,2056,14892,15114,33753,5940,6048,14828,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.055Z,72,891,2317,260,1022,2071,15103,15325,34310,5947,6058,14920,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.095Z,65,911,2393,260,1029,2083,15225,15450,35005,5947,6059,15036,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.135Z,55,918,2427,259,1030,2085,15230,15461,35369,5936,6051,15094,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.175Z,53,906,2439,262,1024,2084,15141,15380,34893,5926,6046,15001,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.215Z,52,885,2451,262,1015,2082,14900,15158,33847,5922,6036,14815,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.255Z,45,874,2455,252,1008,2072,14461,14773,32750,5917,6017,14639,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.295Z,44,886,2446,244,1010,2056,14014,14395,31931,5908,5996,14519,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.335Z,53,912,2429,248,1020,2045,13856,14257,31658,5903,5985,14484,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.375Z,55,930,2416,257,1033,2048,14041,14401,31995,5913,5993,14544,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.415Z,42,931,2415,259,1038,2059,14366,14666,32805,5934,6014,14674,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.455Z,31,921,2425,255,1035,2070,14620,14871,33772,5952,6032,14818,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.495Z,35,910,2436,252,1030,2077,14737,14969,34296,5960,6042,14889,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.535Z,50,902,2437,254,1026,2079,14787,15043,34096,5958,6055,14857,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.575Z,66,892,2425,257,1023,2078,14884,15172,33736,5953,6069,14808,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.615Z,73,886,2413,259,1020,2080,15058,15334,33693,5953,6078,14806,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.655Z,72,890,2418,258,1019,2088,15220,15444,33813,5960,6080,14822,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.695Z,59,905,2439,248,1023,2098,15284,15473,33902,5966,6078,14833,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.735Z,35,918,2451,234,1031,2102,15223,15427,33922,5961,6067,14834,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.775Z,18,919,2439,229,1033,2093,15000,15265,33739,5944,6051,14802,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.815Z,14,908,2417,231,1025,2074,14561,14914,33145,5919,6029,14707,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.855Z,19,891,2414,232,1013,2060,14000,14431,32251,5893,6002,14569,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.895Z,39,878,2428,235,1007,2057,13642,14097,31607,5879,5980,14478,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.935Z,73,877,2440,242,1011,2064,13717,14126,31635,5885,5981,14493,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:58.975Z,97,886,2442,246,1019,2072,14072,14412,32150,5904,6004,14574,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.015Z,95,887,2447,246,1020,2079,14415,14703,32706,5923,6029,14653,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.055Z,88,881,2457,250,1015,2084,14603,14855,33028,5937,6039,14700,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.095Z,90,877,2458,257,1010,2084,14675,14912,33135,5938,6040,14718,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.135Z,89,870,2450,267,1009,2083,14776,15026,33252,5931,6046,14732,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.175Z,78,865,2444,274,1012,2085,14974,15235,33492,5928,6060,14761,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.215Z,56,874,2447,269,1020,2089,15170,15418,33734,5934,6069,14790,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.255Z,30,893,2453,254,1026,2092,15258,15482,33869,5939,6066,14807,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.295Z,12,912,2455,238,1030,2095,15223,15443,33883,5939,6060,14810,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.335Z,10,931,2459,232,1034,2098,15064,15304,33707,5936,6055,14783,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.375Z,24,943,2461,239,1030,2094,14729,15009,33197,5928,6044,14702,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.415Z,43,937,2455,250,1011,2079,14224,14567,32383,5910,6022,14577,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.455Z,53,902,2444,255,989,2061,13784,14187,31696,5888,5998,14479,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.495Z,52,818,2437,254,977,2054,13685,14093,31586,5880,5986,14477,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.535Z,47,688,2431,251,973,2056,13916,14267,31982,5893,5989,14553,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.575Z,45,587,2424,250,973,2060,14242,14533,32488,5914,6004,14638,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.615Z,49,593,2425,251,982,2065,14460,14741,32828,5931,6024,14689,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.655Z,54,683,2431,251,993,2067,14532,14849,32960,5938,6045,14702,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.695Z,44,802,2433,245,1000,2069,14589,14928,33037,5939,6058,14700,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.735Z,23,933,2437,238,1011,2075,14749,15060,33222,5937,6062,14713,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.776Z,9,1102,2449,242,1035,2083,14971,15233,33491,5936,6060,14746,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.816Z,7,1284,2461,254,1062,2089,15158,15383,33725,5940,6062,14778,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.856Z,11,1414,2472,258,1076,2097,15259,15472,33853,5948,6070,14796,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.896Z,17,1512,2484,255,1079,2106,15233,15470,33842,5952,6078,14799,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.936Z,24,1523,2490,255,1077,2106,15015,15313,33573,5947,6076,14767,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:23:59.976Z,26,1344,2472,254,1064,2087,14588,14944,32948,5934,6056,14677,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.016Z,19,1105,2439,248,1048,2060,14124,14489,32203,5922,6022,14560,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.056Z,12,962,2422,244,1035,2046,13913,14240,31829,5917,5994,14496,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.096Z,10,882,2436,243,1019,2052,14040,14310,32002,5922,5985,14523,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.136Z,13,806,2469,245,1008,2065,14330,14548,32450,5931,5992,14600,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.176Z,21,742,2487,248,1013,2075,14589,14771,32862,5937,6008,14672,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.216Z,34,697,2468,256,1034,2079,14731,14903,33125,5939,6022,14719,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.256Z,45,654,2434,263,1057,2079,14774,14982,33273,5933,6034,14743,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.296Z,48,659,2411,262,1063,2077,14835,15096,33453,5922,6044,14768,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.336Z,52,764,2404,259,1052,2077,14978,15250,33734,5921,6053,14808,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.376Z,64,909,2413,263,1037,2079,15129,15381,33981,5931,6066,14844,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.416Z,73,1008,2429,271,1026,2080,15225,15472,34092,5941,6080,14858,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.456Z,68,1009,2433,272,1019,2076,15233,15508,34058,5939,6085,14845,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.496Z,55,918,2422,268,1014,2068,15081,15403,33793,5926,6073,14797,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.536Z,43,835,2405,261,1009,2055,14686,15054,33149,5909,6043,14694,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.576Z,40,832,2393,258,1004,2039,14102,14508,32218,5889,6001,14553,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.616Z,51,883,2390,262,1000,2028,13638,14075,31515,5871,5974,14454,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.656Z,63,937,2396,267,1001,2031,13585,14033,31471,5867,5976,14461,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.696Z,61,964,2403,264,1007,2041,13876,14285,31923,5883,5996,14541,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.736Z,53,955,2410,260,1016,2048,14252,14574,32427,5909,6018,14619,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.776Z,62,927,2433,267,1024,2056,14508,14760,32717,5928,6035,14657,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.816Z,81,899,2488,279,1024,2066,14594,14843,32821,5933,6046,14670,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.856Z,83,886,2562,280,1025,2073,14648,14929,32971,5928,6051,14692,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.896Z,68,890,2591,270,1028,2073,14813,15091,33315,5928,6057,14741,Day_4,Experiment_3,IR,Fair,180,Og. Pol
2025-10-24T20:24:00.936Z,52,899,2538,256,1031,2072,15057,15272,33735,5942,6064,14797,Day_4,Experiment_3,IR,Fair,180,Og. Pol
